,Booking_ID,stays_in_weekend_nights,stays_in_week_nights,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,avg_price_per_room,is_canceled,arrival_day
9040,INN09041,2,1,80,2017,11,2017-11-14,Online,65.45,0,14
9041,INN09042,1,4,74,2018,12,2018-12-05,Online,88.4,0,5
9042,INN09043,2,1,40,2018,8,2018-08-27,Online,153.6,0,27
9043,INN09044,1,3,210,2017,10,2017-10-08,Offline,72.75,0,8
9044,INN09045,2,4,53,2018,2,2018-02-27,Offline,61.5,0,27
9045,INN09046,0,3,59,2018,8,2018-08-31,Online,109.8,0,31
9046,INN09047,1,3,100,2018,5,2018-05-19,Online,136.0,0,19
9047,INN09048,2,1,31,2017,10,2017-10-25,Offline,75.0,0,25
9048,INN09049,0,2,141,2018,9,2018-09-23,Online,163.8,0,23
9049,INN09050,1,2,243,2018,9,2018-09-09,Online,104.4,1,9
9050,INN09051,0,4,28,2018,3,2018-03-09,Online,120.65,0,9
9051,INN09052,2,1,73,2018,4,2018-04-03,Online,96.3,1,3
9052,INN09053,2,2,15,2018,11,2018-11-12,Online,85.85,0,12
9053,INN09054,2,1,93,2018,10,2018-10-15,Offline,115.0,1,15
9054,INN09055,0,3,43,2018,2,2018-02-17,Online,86.61,1,17
9055,INN09056,1,2,88,2018,7,2018-07-18,Offline,96.9,0,18
9056,INN09057,1,0,18,2018,12,2018-12-11,Offline,89.0,0,11
9057,INN09058,0,3,22,2018,10,2018-10-11,Offline,95.0,0,11
9058,INN09059,0,3,17,2017,10,2017-10-01,Online,113.33,0,1
9059,INN09060,1,2,256,2017,9,2017-09-14,Offline,76.67,0,14
9060,INN09061,1,2,203,2018,9,2018-09-05,Offline,80.75,0,5
9061,INN09062,2,3,98,2018,5,2018-05-08,Online,109.65,1,8
9062,INN09063,1,1,7,2018,10,2018-10-17,Online,70.0,0,17
9063,INN09064,0,3,0,2018,3,2018-03-23,Online,131.0,0,23
9064,INN09065,0,2,142,2018,7,2018-07-01,Online,85.5,0,1
9065,INN09066,2,5,153,2018,7,2018-07-30,Online,101.35,1,30
9066,INN09067,0,1,23,2018,11,2018-11-11,Online,112.0,0,11
9067,INN09068,2,2,24,2017,12,2017-12-04,Online,123.5,0,4
9068,INN09069,2,1,76,2018,12,2018-12-03,Online,79.2,0,3
9069,INN09070,2,2,91,2018,5,2018-05-22,Online,109.65,0,22
9070,INN09071,1,0,6,2018,8,2018-08-21,Offline,75.0,0,21
9071,INN09072,2,5,277,2018,9,2018-09-05,Offline,89.14,0,5
9072,INN09073,0,2,211,2018,5,2018-05-20,Offline,100.0,1,20
9073,INN09074,1,1,105,2018,8,2018-08-06,Online,107.1,0,6
9074,INN09075,1,1,29,2018,5,2018-05-21,Online,113.55,1,21
9075,INN09076,0,2,141,2018,9,2018-09-23,Online,163.8,0,23
9076,INN09077,0,1,62,2018,9,2018-09-21,Offline,75.0,0,21
9077,INN09078,0,2,0,2017,8,2017-08-14,Offline,109.0,0,14
9078,INN09079,1,2,273,2018,5,2018-05-13,Offline,95.0,1,13
9079,INN09080,2,1,127,2018,8,2018-08-27,Offline,94.78,1,27
9080,INN09081,1,3,136,2018,3,2018-03-24,Online,68.55,0,24
9081,INN09082,2,5,12,2018,1,2018-01-16,Online,89.0,0,16
9082,INN09083,2,2,45,2017,10,2017-10-16,Online,78.54,0,16
9083,INN09084,1,0,63,2018,8,2018-08-08,Online,168.3,1,8
9084,INN09085,0,3,166,2018,11,2018-11-01,Offline,110.0,1,1
9085,INN09086,2,2,8,2018,5,2018-05-27,Online,176.34,0,27
9086,INN09087,1,0,35,2018,9,2018-09-26,Offline,99.0,0,26
9087,INN09088,0,1,51,2018,5,2018-05-27,Online,158.0,1,27
9088,INN09089,1,3,11,2018,1,2018-01-04,Offline,70.0,0,4
9089,INN09090,0,1,5,2018,8,2018-08-20,Online,130.0,0,20
9090,INN09091,1,1,0,2018,11,2018-11-07,Corporate,75.0,0,7
9091,INN09092,2,2,65,2018,11,2018-11-19,Online,63.58,0,19
9092,INN09093,2,1,54,2018,4,2018-04-02,Offline,75.0,0,2
9093,INN09094,0,2,70,2018,10,2018-10-18,Online,97.2,0,18
9094,INN09095,1,2,18,2018,12,2018-12-30,Online,148.0,0,30
9095,INN09096,1,3,71,2018,3,2018-03-03,Online,95.25,0,3
9096,INN09097,2,1,44,2017,11,2017-11-08,Offline,60.0,0,8
9097,INN09098,2,2,42,2018,3,2018-03-20,Online,168.63,1,20
9098,INN09099,0,3,101,2018,5,2018-05-19,Online,140.4,0,19
9099,INN09100,0,1,55,2018,4,2018-04-06,Offline,104.0,0,6
9100,INN09101,0,3,2,2018,11,2018-11-17,Online,168.0,1,17
9101,INN09102,2,1,12,2018,10,2018-10-02,Online,6.0,0,2
9102,INN09103,0,2,164,2017,10,2017-10-02,Offline,100.0,0,2
9103,INN09104,2,1,180,2018,10,2018-10-08,Online,141.3,0,8
9104,INN09105,0,2,377,2018,10,2018-10-14,Offline,90.0,0,14
9105,INN09106,1,3,7,2018,11,2018-11-24,Online,98.13,0,24
9106,INN09107,1,1,301,2018,7,2018-07-30,Offline,109.0,1,30
9107,INN09108,0,1,5,2018,2,2018-02-02,Online,79.0,0,2
9108,INN09109,0,2,320,2018,8,2018-08-18,Offline,115.0,1,18
9109,INN09110,1,0,48,2018,11,2018-11-06,Online,79.2,0,6
9110,INN09111,2,5,127,2018,10,2018-10-03,Online,108.0,0,3
9111,INN09112,0,2,57,2018,10,2018-10-12,Online,202.5,0,12
9112,INN09113,2,3,9,2018,9,2018-09-30,Online,245.0,0,30
9113,INN09114,0,2,2,2018,11,2018-11-30,Corporate,65.0,0,30
9114,INN09115,1,2,3,2017,8,2017-08-14,Online,126.67,0,14
9115,INN09116,0,1,37,2018,11,2018-11-12,Offline,67.5,0,12
9116,INN09117,0,2,49,2018,3,2018-03-23,Online,99.0,1,23
9117,INN09118,0,1,84,2018,12,2018-12-22,Online,122.0,1,22
9118,INN09119,0,1,1,2018,11,2018-11-29,Offline,75.0,0,29
9119,INN09120,2,2,22,2018,8,2018-08-21,Online,166.0,1,21
9120,INN09121,2,1,53,2018,8,2018-08-27,Offline,77.04,1,27
9121,INN09122,0,2,257,2017,7,2017-07-01,Offline,101.5,1,1
9122,INN09123,1,2,68,2018,6,2018-06-03,Online,137.4,0,3
9123,INN09124,0,1,99,2018,2,2018-02-19,Corporate,80.0,0,19
9124,INN09125,2,2,15,2018,3,2018-03-12,Online,100.0,0,12
9125,INN09126,0,2,88,2018,9,2018-09-16,Online,158.4,0,16
9126,INN09127,2,2,77,2018,8,2018-08-26,Online,147.6,1,26
9127,INN09128,2,2,72,2018,5,2018-05-29,Online,109.65,1,29
9128,INN09129,1,2,69,2018,6,2018-06-17,Online,126.9,0,17
9129,INN09130,0,3,60,2018,3,2018-03-31,Online,107.1,1,31
9130,INN09131,1,0,49,2018,7,2018-07-11,Online,93.15,1,11
9131,INN09132,0,3,29,2018,3,2018-03-23,Offline,64.8,0,23
9132,INN09133,2,2,17,2018,5,2018-05-07,Online,148.38,0,7
9133,INN09134,0,2,1,2018,4,2018-04-14,Aviation,95.0,0,14
9134,INN09135,2,3,268,2018,10,2018-10-09,Offline,80.75,0,9
9135,INN09136,0,1,8,2018,6,2018-06-23,Online,100.0,0,23
9136,INN09137,0,4,20,2018,2,2018-02-10,Online,63.2,1,10
9137,INN09138,2,1,20,2018,3,2018-03-19,Online,107.67,0,19
9138,INN09139,1,2,104,2018,5,2018-05-16,Offline,75.0,0,16
9139,INN09140,2,3,303,2018,8,2018-08-19,Offline,78.0,1,19
9140,INN09141,1,3,281,2018,10,2018-10-03,Online,168.3,1,3
9141,INN09142,0,2,30,2018,4,2018-04-14,Online,157.5,1,14
9142,INN09143,1,5,144,2018,7,2018-07-25,Online,100.87,0,25
9143,INN09144,0,2,204,2018,10,2018-10-07,Online,180.9,1,7
9144,INN09145,2,3,74,2018,2,2018-02-21,Offline,112.0,0,21
9145,INN09146,0,3,62,2018,10,2018-10-13,Online,132.3,0,13
9146,INN09147,2,1,150,2018,1,2018-01-02,Offline,101.0,0,2
9147,INN09148,1,2,82,2018,4,2018-04-01,Online,81.9,0,1
9148,INN09149,1,3,82,2018,6,2018-06-30,Online,88.01,0,30
9149,INN09150,2,2,31,2018,6,2018-06-26,Online,98.1,0,26
9150,INN09151,2,0,275,2018,4,2018-04-17,Offline,110.0,1,17
9151,INN09152,1,3,79,2018,4,2018-04-28,Online,125.38,0,28
9152,INN09153,0,2,164,2018,8,2018-08-24,Online,145.8,1,24
9153,INN09154,1,3,3,2018,2,,Online,189.75,0,29
9154,INN09155,0,1,2,2018,3,2018-03-02,Offline,55.0,0,2
9155,INN09156,0,3,41,2018,11,2018-11-02,Offline,75.0,0,2
9156,INN09157,2,5,137,2018,10,2018-10-15,Online,114.28,0,15
9157,INN09158,0,1,4,2018,2,2018-02-16,Offline,72.8,0,16
9158,INN09159,0,1,2,2018,1,2018-01-30,Online,80.0,0,30
9159,INN09160,2,3,41,2018,2,2018-02-07,Offline,65.0,0,7
9160,INN09161,0,4,98,2018,6,2018-06-29,Online,146.7,1,29
9161,INN09162,2,2,163,2018,6,2018-06-05,Offline,100.0,1,5
9162,INN09163,1,0,34,2017,10,2017-10-18,Offline,69.3,0,18
9163,INN09164,2,2,87,2018,3,2018-03-20,Online,56.94,0,20
9164,INN09165,0,2,49,2018,7,2018-07-20,Online,198.9,1,20
9165,INN09166,0,4,57,2018,3,2018-03-29,Online,116.45,1,29
9166,INN09167,0,1,56,2018,6,2018-06-08,Offline,120.0,0,8
9167,INN09168,1,0,36,2018,9,2018-09-25,Online,72.07,0,25
9168,INN09169,0,1,40,2018,10,2018-10-15,Online,176.4,0,15
9169,INN09170,0,5,104,2018,11,2018-11-01,Online,79.2,1,1
9170,INN09171,1,3,180,2018,8,2018-08-11,Online,114.75,1,11
9171,INN09172,1,2,219,2017,9,2017-09-04,Offline,76.67,0,4
9172,INN09173,0,1,76,2018,8,2018-08-13,Online,207.9,1,13
9173,INN09174,2,3,54,2018,11,2018-11-06,Corporate,94.0,0,6
9174,INN09175,2,0,10,2018,8,2018-08-28,Online,118.0,1,28
9175,INN09176,1,1,221,2018,12,2018-12-31,Offline,71.28,0,31
9176,INN09177,0,1,134,2017,8,2017-08-20,Offline,63.75,0,20
9177,INN09178,1,2,37,2017,12,2017-12-14,Offline,70.0,0,14
9178,INN09179,0,2,59,2018,11,2018-11-11,Offline,75.0,0,11
9179,INN09180,0,3,143,2018,8,2018-08-25,Offline,100.0,0,25
9180,INN09181,2,4,111,2018,9,2018-09-17,Online,168.3,0,17
9181,INN09182,0,2,7,2017,9,2017-09-22,Online,126.0,0,22
9182,INN09183,0,3,134,2018,5,2018-05-17,Online,94.5,1,17
9183,INN09184,0,1,52,2018,10,2018-10-13,Corporate,67.0,0,13
9184,INN09185,0,2,292,2018,7,2018-07-21,Offline,115.0,1,21
9185,INN09186,2,3,41,2017,10,2017-10-18,Online,105.0,0,18
9186,INN09187,0,4,85,2018,3,2018-03-29,Online,82.45,0,29
9187,INN09188,2,1,53,2018,3,2018-03-06,Online,96.3,1,6
9188,INN09189,1,1,137,2018,9,2018-09-12,Offline,89.75,0,12
9189,INN09190,1,1,98,2018,5,2018-05-30,Offline,89.75,0,30
9190,INN09191,0,2,5,2018,5,2018-05-31,Online,119.0,0,31
9191,INN09192,2,3,3,2017,11,2017-11-08,Online,87.7,0,8
9192,INN09193,0,3,95,2018,7,2018-07-13,Online,121.5,0,13
9193,INN09194,0,3,20,2017,10,2017-10-27,Online,196.0,0,27
9194,INN09195,1,2,35,2018,10,2018-10-28,Online,129.0,0,28
9195,INN09196,1,0,8,2018,11,2018-11-21,Online,103.0,0,21
9196,INN09197,2,3,28,2018,10,2018-10-29,Online,103.4,0,29
9197,INN09198,0,3,111,2018,7,2018-07-13,Offline,72.25,0,13
9198,INN09199,2,0,22,2018,8,2018-08-21,Online,139.0,1,21
9199,INN09200,0,2,145,2018,8,2018-08-17,Online,181.8,0,17
9200,INN09201,1,5,303,2018,12,2018-12-27,Online,159.23,1,27
9201,INN09202,0,2,0,2017,8,2017-08-14,Offline,109.0,0,14
9202,INN09203,2,0,150,2018,9,2018-09-25,Online,91.48,0,25
9203,INN09204,0,3,313,2018,12,2018-12-01,Online,91.8,1,1
9204,INN09205,1,2,0,2018,9,2018-09-16,Complementary,0.0,0,16
9205,INN09206,1,3,19,2018,11,2018-11-24,Online,74.8,0,24
9206,INN09207,0,5,67,2018,12,2018-12-20,Online,64.67,0,20
9207,INN09208,2,2,17,2018,12,2018-12-02,Online,76.29,0,2
9208,INN09209,2,5,257,2018,12,2018-12-17,Online,73.95,1,17
9209,INN09210,2,3,99,2018,5,2018-05-06,Online,134.16,0,6
9210,INN09211,1,2,52,2018,5,2018-05-27,Online,108.11,0,27
9211,INN09212,2,3,117,2018,6,2018-06-09,Online,105.26,0,9
9212,INN09213,0,2,12,2018,10,2018-10-21,Online,180.0,0,21
9213,INN09214,0,2,0,2017,8,2017-08-07,Online,162.0,0,7
9214,INN09215,0,4,58,2018,3,2018-03-29,Online,98.6,0,29
9215,INN09216,0,2,211,2018,5,2018-05-20,Offline,100.0,1,20
9216,INN09217,1,1,4,2018,5,2018-05-21,Offline,112.0,0,21
9217,INN09218,0,2,79,2017,11,2017-11-13,Offline,75.0,0,13
9218,INN09219,0,2,211,2018,5,2018-05-20,Offline,100.0,1,20
9219,INN09220,0,2,12,2018,1,2018-01-19,Offline,71.0,0,19
9220,INN09221,0,2,211,2018,5,2018-05-20,Offline,100.0,1,20
9221,INN09222,2,1,220,2018,9,2018-09-17,Offline,128.0,1,17
9222,INN09223,2,3,22,2018,8,2018-08-21,Online,191.0,1,21
9223,INN09224,1,2,46,2017,11,2017-11-13,Offline,60.0,0,13
9224,INN09225,0,2,37,2017,10,2017-10-22,Online,105.3,0,22
9225,INN09226,2,7,80,2017,7,2017-07-31,Online,63.46,0,31
9226,INN09227,2,1,220,2018,9,2018-09-17,Offline,172.0,1,17
9227,INN09228,1,3,222,2018,9,2018-09-29,Online,111.35,1,29
9228,INN09229,0,3,52,2018,5,2018-05-11,Online,140.4,1,11
9229,INN09230,1,1,155,2018,7,2018-07-18,Online,103.5,1,18
9230,INN09231,0,3,8,2017,9,2017-09-30,Online,151.33,0,30
9231,INN09232,2,2,208,2018,7,2018-07-30,Online,80.75,1,30
9232,INN09233,2,3,136,2018,8,2018-08-11,Online,86.36,0,11
9233,INN09234,2,0,75,2018,10,2018-10-30,Offline,105.0,1,30
9234,INN09235,2,1,145,2017,8,2017-08-29,Offline,94.5,0,29
9235,INN09236,0,2,172,2018,6,2018-06-24,Offline,95.0,1,24
9236,INN09237,0,4,106,2018,8,2018-08-24,Online,152.1,1,24
9237,INN09238,2,2,144,2018,7,2018-07-22,Offline,96.9,0,22
9238,INN09239,0,2,30,2018,6,2018-06-02,Offline,140.0,0,2
9239,INN09240,1,5,70,2018,7,2018-07-11,Offline,85.0,0,11
9240,INN09241,0,2,55,2017,9,2017-09-09,Corporate,100.0,1,9
9241,INN09242,1,0,164,2018,10,2018-10-16,Offline,115.0,1,16
9242,INN09243,1,2,66,2018,10,2018-10-24,Online,184.52,0,24
9243,INN09244,0,5,254,2018,10,2018-10-25,Online,90.95,1,25
9244,INN09245,2,2,34,2018,3,2018-03-20,Offline,73.8,0,20
9245,INN09246,1,3,15,2018,2,,Online,85.55,0,29
9246,INN09247,2,1,100,2018,9,2018-09-25,Offline,80.75,0,25
9247,INN09248,2,1,45,2018,6,2018-06-26,Online,95.1,0,26
9248,INN09249,2,3,99,2018,10,2018-10-21,Online,236.52,1,21
9249,INN09250,2,1,23,2018,1,2018-01-02,Offline,109.0,0,2
9250,INN09251,2,1,133,2018,9,2018-09-03,Online,118.8,1,3
9251,INN09252,2,1,5,2017,10,2017-10-04,Online,96.0,0,4
9252,INN09253,0,3,134,2018,6,2018-06-30,Online,90.9,1,30
9253,INN09254,1,2,193,2018,6,2018-06-20,Offline,120.0,1,20
9254,INN09255,1,3,156,2018,10,2018-10-31,Online,122.63,1,31
9255,INN09256,0,1,12,2018,10,2018-10-12,Corporate,67.0,0,12
9256,INN09257,0,1,93,2018,7,2018-07-23,Offline,72.25,0,23
9257,INN09258,1,2,233,2018,10,2018-10-14,Offline,90.0,1,14
9258,INN09259,1,4,37,2017,11,2017-11-25,Online,94.18,0,25
9259,INN09260,1,0,22,2018,9,2018-09-12,Online,89.0,0,12
9260,INN09261,1,2,161,2018,3,2018-03-25,Offline,130.0,1,25
9261,INN09262,1,2,91,2018,4,2018-04-04,Offline,80.0,1,4
9262,INN09263,0,2,65,2017,7,2017-07-10,Online,68.85,1,10
9263,INN09264,0,3,108,2018,5,2018-05-04,Online,92.4,0,4
9264,INN09265,1,2,133,2018,6,2018-06-27,Online,109.8,1,27
9265,INN09266,0,1,19,2018,4,2018-04-30,Online,156.0,1,30
9266,INN09267,0,1,15,2018,8,2018-08-17,Online,124.0,0,17
9267,INN09268,2,0,26,2018,10,2018-10-02,Online,160.0,0,2
9268,INN09269,0,1,0,2018,8,2018-08-02,Online,73.81,0,2
9269,INN09270,0,1,2,2018,1,2018-01-29,Online,80.0,0,29
9270,INN09271,0,3,304,2018,11,2018-11-03,Offline,89.0,1,3
9271,INN09272,0,3,68,2017,12,2017-12-30,Online,93.78,0,30
9272,INN09273,0,1,5,2018,4,2018-04-28,Online,130.13,0,28
9273,INN09274,0,1,40,2018,7,2018-07-26,Offline,95.0,0,26
9274,INN09275,2,1,96,2017,7,2017-07-11,Offline,94.5,0,11
9275,INN09276,1,0,18,2018,12,2018-12-11,Offline,80.0,0,11
9276,INN09277,2,2,86,2018,11,2018-11-06,Online,146.6,1,6
9277,INN09278,0,2,217,2018,9,2018-09-15,Online,126.9,1,15
9278,INN09279,0,2,164,2017,10,2017-10-02,Offline,100.0,0,2
9279,INN09280,0,2,211,2018,5,2018-05-20,Offline,100.0,1,20
9280,INN09281,1,1,31,2018,2,2018-02-20,Online,72.8,0,20
9281,INN09282,2,1,151,2018,7,2018-07-10,Online,168.3,1,10
9282,INN09283,2,5,85,2018,7,2018-07-10,Online,140.27,0,10
9283,INN09284,2,3,70,2018,10,2018-10-30,Online,87.48,0,30
9284,INN09285,2,3,218,2018,8,2018-08-20,Online,90.95,1,20
9285,INN09286,0,1,139,2018,7,2018-07-02,Online,85.5,1,2
9286,INN09287,0,1,1,2018,5,2018-05-05,Complementary,0.0,0,5
9287,INN09288,2,2,11,2018,7,2018-07-10,Online,145.0,1,10
9288,INN09289,1,2,36,2018,2,2018-02-26,Online,160.5,1,26
9289,INN09290,2,5,18,2018,8,2018-08-27,Online,142.43,1,27
9290,INN09291,0,3,75,2018,4,2018-04-14,Online,157.6,1,14
9291,INN09292,1,4,142,2018,8,2018-08-08,Online,138.55,0,8
9292,INN09293,2,2,107,2018,4,2018-04-15,Online,95.2,0,15
9293,INN09294,2,2,18,2017,9,2017-09-13,Online,96.0,0,13
9294,INN09295,0,2,48,2018,9,2018-09-14,Offline,130.0,0,14
9295,INN09296,1,3,87,2018,4,2018-04-07,Online,82.45,0,7
9296,INN09297,0,2,91,2018,5,2018-05-10,Offline,75.0,1,10
9297,INN09298,0,2,320,2018,8,2018-08-18,Offline,115.0,1,18
9298,INN09299,2,9,55,2018,12,2018-12-13,Online,74.8,0,13
9299,INN09300,1,3,14,2017,8,2017-08-24,Online,90.0,0,24
9300,INN09301,0,1,13,2018,6,2018-06-14,Online,89.0,0,14
9301,INN09302,0,2,41,2018,6,2018-06-28,Online,107.1,1,28
9302,INN09303,1,2,111,2018,8,2018-08-08,Offline,94.78,0,8
9303,INN09304,0,4,151,2018,1,2018-01-19,Offline,71.0,0,19
9304,INN09305,0,4,292,2018,12,2018-12-13,Online,86.7,1,13
9305,INN09306,2,1,202,2018,10,2018-10-22,Online,109.8,1,22
9306,INN09307,0,1,63,2018,7,2018-07-23,Online,103.5,0,23
9307,INN09308,1,0,4,2018,4,2018-04-18,Online,89.0,0,18
9308,INN09309,0,3,103,2018,5,2018-05-04,Offline,80.0,0,4
9309,INN09310,0,1,28,2018,11,2018-11-02,Online,110.0,1,2
9310,INN09311,0,5,85,2018,8,2018-08-16,Online,134.1,0,16
9311,INN09312,1,1,45,2018,9,2018-09-12,Offline,81.0,0,12
9312,INN09313,0,2,27,2017,9,2017-09-30,Offline,108.0,0,30
9313,INN09314,2,2,62,2018,3,2018-03-13,Online,63.49,0,13
9314,INN09315,0,2,188,2018,6,2018-06-15,Offline,130.0,1,15
9315,INN09316,0,1,1,2018,8,2018-08-04,Online,151.0,0,4
9316,INN09317,0,1,6,2017,8,2017-08-26,Online,97.0,0,26
9317,INN09318,2,4,129,2018,8,2018-08-06,Online,114.3,1,6
9318,INN09319,0,3,67,2018,3,2018-03-10,Online,67.5,0,10
9319,INN09320,3,6,160,2018,7,2018-07-18,Online,97.56,0,18
9320,INN09321,0,3,259,2018,5,2018-05-05,Offline,90.0,1,5
9321,INN09322,1,0,76,2018,10,2018-10-10,Offline,120.0,1,10
9322,INN09323,1,3,102,2018,12,2018-12-05,Offline,68.0,0,5
9323,INN09324,0,2,308,2018,11,2018-11-25,Offline,52.0,1,25
9324,INN09325,0,1,71,2018,11,2018-11-03,Online,79.2,0,3
9325,INN09326,1,2,56,2018,2,2018-02-08,Online,71.52,0,8
9326,INN09327,0,1,19,2018,10,2018-10-26,Corporate,98.0,0,26
9327,INN09328,0,1,13,2018,9,2018-09-15,Corporate,100.0,0,15
9328,INN09329,0,1,0,2017,12,2017-12-11,Online,0.0,0,11
9329,INN09330,0,4,195,2018,10,2018-10-18,Online,90.9,1,18
9330,INN09331,0,3,4,2018,2,2018-02-25,Online,93.0,0,25
9331,INN09332,0,2,2,2018,12,2018-12-28,Online,142.0,0,28
9332,INN09333,1,3,34,2018,9,2018-09-26,Online,95.17,0,26
9333,INN09334,0,4,86,2018,3,2018-03-23,Offline,61.5,0,23
9334,INN09335,3,6,104,2018,7,2018-07-18,Online,120.8,0,18
9335,INN09336,0,2,17,2018,3,2018-03-09,Online,79.0,0,9
9336,INN09337,0,3,56,2018,12,2018-12-07,Online,93.6,1,7
9337,INN09338,0,2,192,2018,6,2018-06-24,Offline,95.0,0,24
9338,INN09339,0,1,15,2018,2,2018-02-11,Online,100.0,0,11
9339,INN09340,0,2,292,2018,7,2018-07-21,Offline,115.0,1,21
9340,INN09341,2,5,97,2018,12,2018-12-12,Online,103.7,0,12
9341,INN09342,2,2,105,2018,10,2018-10-21,Online,108.0,1,21
9342,INN09343,1,1,47,2018,8,2018-08-08,Online,207.9,1,8
9343,INN09344,0,2,46,2018,6,2018-06-22,Online,89.1,0,22
9344,INN09345,0,2,74,2017,9,2017-09-18,Offline,101.5,0,18
9345,INN09346,1,4,38,2018,12,2018-12-21,Online,120.7,0,21
9346,INN09347,1,2,64,2018,10,2018-10-14,Online,132.3,0,14
9347,INN09348,1,2,6,2018,5,2018-05-30,Online,155.0,0,30
9348,INN09349,1,1,47,2018,10,2018-10-24,Online,101.72,0,24
9349,INN09350,2,3,51,2018,4,2018-04-28,Online,116.1,1,28
9350,INN09351,2,1,71,2018,10,2018-10-22,Online,190.8,0,22
9351,INN09352,0,2,74,2017,9,2017-09-18,Offline,87.0,0,18
9352,INN09353,1,2,102,2018,6,2018-06-10,Online,159.3,0,10
9353,INN09354,0,2,39,2017,8,2017-08-14,Offline,101.5,0,14
9354,INN09355,1,2,49,2017,11,2017-11-06,Offline,60.0,0,6
9355,INN09356,0,4,73,2017,7,2017-07-07,Online,68.0,1,7
9356,INN09357,2,0,48,2018,10,2018-10-09,Online,139.5,1,9
9357,INN09358,0,1,41,2017,10,2017-10-28,Online,120.0,0,28
9358,INN09359,0,1,1,2018,2,2018-02-09,Online,79.0,1,9
9359,INN09360,1,0,7,2018,5,2018-05-16,Online,97.0,0,16
9360,INN09361,2,4,34,2018,1,2018-01-31,Offline,50.33,0,31
9361,INN09362,0,3,34,2017,9,2017-09-23,Offline,224.67,1,23
9362,INN09363,1,2,149,2018,8,2018-08-12,Online,195.3,0,12
9363,INN09364,1,3,102,2018,6,2018-06-27,Online,173.95,0,27
9364,INN09365,0,4,205,2018,10,2018-10-18,Online,85.5,1,18
9365,INN09366,1,3,196,2018,9,2018-09-19,Online,150.45,1,19
9366,INN09367,1,1,188,2018,8,2018-08-08,Online,164.25,1,8
9367,INN09368,1,5,77,2018,2,2018-02-08,Online,69.84,0,8
9368,INN09369,2,2,104,2018,7,2018-07-03,Online,114.3,0,3
9369,INN09370,2,2,38,2018,8,2018-08-27,Online,107.55,0,27
9370,INN09371,0,4,49,2018,3,2018-03-08,Online,63.75,1,8
9371,INN09372,2,0,386,2018,10,2018-10-23,Offline,115.0,1,23
9372,INN09373,0,1,41,2017,9,2017-09-04,Offline,110.0,0,4
9373,INN09374,0,2,12,2018,2,2018-02-26,Online,93.0,0,26
9374,INN09375,0,1,1,2017,8,2017-08-28,Corporate,65.0,0,28
9375,INN09376,1,3,80,2018,2,2018-02-22,Offline,60.0,0,22
9376,INN09377,1,1,45,2018,11,2018-11-19,Online,86.4,1,19
9377,INN09378,0,1,105,2018,4,2018-04-06,Offline,75.0,1,6
9378,INN09379,2,1,31,2017,12,2017-12-05,Offline,63.0,0,5
9379,INN09380,1,1,1,2018,1,2018-01-04,Online,76.25,0,4
9380,INN09381,0,1,40,2018,7,2018-07-06,Online,150.3,0,6
9381,INN09382,1,1,33,2018,1,2018-01-25,Corporate,64.0,0,25
9382,INN09383,2,1,131,2017,8,2017-08-15,Offline,94.5,0,15
9383,INN09384,2,3,17,2018,12,2018-12-29,Online,125.8,0,29
9384,INN09385,2,2,121,2017,12,2017-12-27,Online,72.25,0,27
9385,INN09386,0,5,4,2017,8,2017-08-11,Online,90.0,0,11
9386,INN09387,0,2,9,2018,3,2018-03-31,Corporate,67.0,0,31
9387,INN09388,2,1,1,2018,12,2018-12-10,Online,90.33,0,10
9388,INN09389,1,1,204,2018,12,2018-12-31,Online,133.2,0,31
9389,INN09390,0,1,6,2018,8,2018-08-17,Online,118.0,0,17
9390,INN09391,0,3,83,2018,11,2018-11-02,Online,90.0,0,2
9391,INN09392,1,0,59,2018,3,2018-03-28,Online,123.3,0,28
9392,INN09393,0,3,24,2018,9,2018-09-01,Online,122.0,0,1
9393,INN09394,0,2,46,2018,11,2018-11-04,Offline,67.5,0,4
9394,INN09395,1,2,315,2018,9,2018-09-30,Offline,160.0,1,30
9395,INN09396,2,2,54,2018,1,2018-01-10,Online,95.19,0,10
9396,INN09397,0,2,291,2018,8,2018-08-19,Offline,115.0,1,19
9397,INN09398,0,1,6,2018,11,2018-11-16,Corporate,67.0,0,16
9398,INN09399,1,2,119,2018,3,2018-03-18,Offline,55.0,0,18
9399,INN09400,2,6,205,2018,9,2018-09-27,Online,111.35,1,27
9400,INN09401,2,2,19,2018,10,2018-10-02,Offline,85.0,0,2
9401,INN09402,0,3,151,2018,1,2018-01-19,Offline,70.67,0,19
9402,INN09403,2,2,49,2018,3,2018-03-06,Online,75.95,0,6
9403,INN09404,0,1,3,2017,8,2017-08-04,Complementary,0.0,0,4
9404,INN09405,1,3,151,2018,7,2018-07-11,Online,110.58,1,11
9405,INN09406,1,0,14,2018,12,2018-12-05,Corporate,67.0,0,5
9406,INN09407,1,2,81,2018,2,2018-02-19,Offline,60.0,0,19
9407,INN09408,2,3,265,2018,10,2018-10-09,Online,100.3,1,9
9408,INN09409,0,2,2,2018,10,2018-10-05,Online,225.0,0,5
9409,INN09410,0,3,197,2018,8,2018-08-25,Offline,112.0,1,25
9410,INN09411,2,2,38,2018,3,2018-03-20,Online,103.95,0,20
9411,INN09412,1,2,208,2018,8,2018-08-19,Online,91.5,0,19
